keyword,label
how ?,4607
? how,4609
doing hi,4609
how doing ?,4609
doing how ?,4609
how hi,4609
doing ?,4609
what ?,4616
what you,4616
do ?,4616
what i,4616
you do i,4616
living what,4616
hi ? how,4619
how hi ?,4619
? hi,4619
doing hi ?,4619
hi doing,4619
? hi,4619
doing you ok,4623
you doing i,4623
you doing,4623
ok doing,4623
you ok doing,4623
doing ok,4623
? hi you,4630
doing you how,4630
how you,4630
you how,4630
how ?,4630
you doing how,4630
not what sure,4632
what mean,4632
i you,4632
not you mean,4632
i mean,4632
not mean you,4632
you dude understand,4634
dude you,4634
understand you dude,4634
you understand dude,4634
understand you i,4634
i you understand,4634
i it huge,4638
huge fan,4638
i fan,4638
it i huge,4638
it i fan,4638
it i,4638
play i them,4640
like play i,4640
i games like,4640
them like,4640
them i like,4640
them games play,4640
i american i,4642
country i,4642
i american,4642
american i,4642
i i,4642
i i,4642
hi how,4646
? hi how,4646
doing hi,4646
? how doing,4646
hi how,4646
hi how,4646
you ? bus,4649
bus do you,4649
bus you ?,4649
ride bus,4649
ride do you,4649
you bus do,4649
? hey,4650
? you,4650
you ?,4650
here ? you,4650
here ?,4650
? here,4650
s up,4651
? up,4651
what up,4651
? what up,4651
? up,4651
up s,4651
i do now,4652
right i,4652
now do i,4652
now do,4652
do yes i,4652
i yes right,4652
? bus,4654
? you bus,4654
bus do,4654
you do,4654
do bus,4654
bus you ride,4654
hey ?,4655
hey you ?,4655
you here ?,4655
here ? hey,4655
you here ?,4655
here hey,4655
up what ?,4656
up s what,4656
up what,4656
s ? up,4656
up ?,4656
up ? s,4656
yes now,4657
right i,4657
now right do,4657
yes i now,4657
yes do now,4657
right now yes,4657
bus you,4659
do bus,4659
do ride,4659
you bus,4659
bus do,4659
you ride do,4659
do i,4660
right now,4660
yes now i,4660
do i right,4660
yes do,4660
right yes,4660
do ? bus,4662
you bus ?,4662
ride ? bus,4662
bus you,4662
? do you,4662
you bus,4662
do right,4663
yes right,4663
now yes,4663
yes it now,4663
yes now do,4663
it yes right,4663
you ?,4665
ride you do,4665
bus you,4665
ride ? you,4665
ride you ?,4665
ride you,4665
now yes i,4666
it i yes,4666
yes do i,4666
yes it i,4666
now it,4666
it i,4666
ride do ?,4668
bus ride ?,4668
bus ?,4668
bus do you,4668
you ride bus,4668
bus do you,4668
right it,4669
now it yes,4669
it now do,4669
i it now,4669
right do i,4669
right it yes,4669
you ? do,4671
bus ride do,4671
? you,4671
ride do bus,4671
do bus,4671
? bus,4671
i it right,4672
i yes,4672
it now yes,4672
now it,4672
it yes,4672
now yes,4672
bus ? do,4674
bus you ride,4674
do ? ride,4674
ride ?,4674
you ? ride,4674
you do,4674
you bus ?,4677
do ride bus,4677
you bus ?,4677
bus do ?,4677
bus ride,4677
bus do,4677
you bus do,4680
? ride do,4680
ride you ?,4680
you ride ?,4680
bus ride,4680
do bus,4680
how doing ?,4682
? hi how,4682
doing how,4682
? hi you,4682
how ?,4682
hi you how,4682
i m how,4684
m doing you,4684
? doing great,4684
m great,4684
i you,4684
how m,4684
? do,4685
? speak do,4685
you german,4685
speak you german,4685
german ? do,4685
? speak german,4685
speak i,4686
german i i,4686
i i,4686
english speak,4686
english i,4686
i i,4686
you i dude,4688
dude i,4688
dude i,4688
dude you i,4688
understand you,4688
understand dude you,4688
person good,4693
good i person,4693
i person very,4693
person i very,4693
i good person,4693
good i,4693
? do,4694
french ?,4694
? speak do,4694
speak french you,4694
do speak french,4694
you ?,4694
french english no,4695
english french,4695
french speak i,4695
i english no,4695
i speak no,4695
speak french english,4695
hi ? doing,4697
how ? hi,4697
how doing hi,4697
how hi,4697
how ? doing,4697
how ? doing,4697
i i fan,4699
i girl not,4699
i animals girl,4699
not fan i,4699
girl animals,4699
little i,4699
you old how,4700
how ? you,4700
? you,4700
you old how,4700
you old ?,4700
old ? you,4700
big i i,4701
nfl fan,4701
big i,4701
big nfl i,4701
fan nfl,4701
fan nfl big,4701
decade change ?,4702
change male ?,4702
you male change,4702
you change,4702
? male decade,4702
? change,4702
i that sure,4703
sure not that,4703
i that,4703
i sure,4703
sure that,4703
i not sure,4703
sure means,4706
not means,4706
sure means i,4706
i means,4706
sure what means,4706
i means,4706
i what you,4709
what sure not,4709
i not you,4709
you sure what,4709
mean what you,4709
what you sure,4709
how doing hi,4710
how doing ?,4710
? how doing,4710
doing how ?,4710
doing how hi,4710
doing hi,4710
how hi doing,4711
doing how,4711
? doing,4711
hi doing how,4711
doing hi ?,4711
doing ? hi,4711
all except,4713
huge types,4713
huge types fan,4713
types huge,4713
except country types,4713
types fan,4713
gamer huge my,4715
person very,4715
huge person i,4715
person i,4715
huge i,4715
good person,4715
you guessing person,4717
guessing little you,4717
i person creepy,4717
guessing little i,4717
little person guessing,4717
person creepy,4717
person i,4719
person very,4719
person very i,4719
experienced very i,4719
person very,4719
very experienced,4719
you today,4723
you doing today,4723
what doing you,4723
? doing,4723
? you today,4723
what doing,4723
buff more movie,4726
buff movie,4726
i more buff,4726
more i buff,4726
movie i,4726
i buff,4726
stay home,4732
stay home mom,4732
home stay,4732
mom i,4732
stay i,4732
mom stay home,4732
i you person,4734
you little sure,4734
you person little,4734
sure little,4734
you person i,4734
person little,4734
i person,4735
great i,4735
person sure,4735
you sure i,4735
you person,4735
you great i,4735
radar i named,4737
radar i named,4737
named i,4737
named radar,4737
cat i named,4737
named radar,4737
i you little,4739
you little,4739
you i,4739
person you,4739
you person i,4739
little i,4739
sure person great,4740
person you,4740
great sure,4740
person sure,4740
i person you,4740
sure person,4740
sure person,4742
sure you,4742
sure person little,4742
person little,4742
person i,4742
you i little,4742
you sure person,4743
sure person,4743
sure you great,4743
great you person,4743
person you i,4743
i you great,4743
home stay i,4745
home stay i,4745
i stay,4745
i home stay,4745
stay home mom,4745
stay mom,4745
means what sure,4752
not my,4752
mom not,4752
i my not,4752
sure not,4752
teacher i,4752
means what not,4755
sure i not,4755
what i means,4755
what means not,4755
i what,4755
i sure,4755
i not,4757
what i sure,4757
what means not,4757
what means,4757
i not,4757
not i means,4757
male isbyour,4758
isbyour male,4758
? isbyour what,4758
what isbyour,4758
male what,4758
what male isbyour,4758
not it eat,4759
like eat i,4759
it i fan,4759
fan i not,4759
i like,4759
i fish,4759
very person good,4762
i very,4762
i person,4762
good i very,4762
person i,4762
i good,4762
not i what,4766
i what,4766
what sure,4766
what sure,4766
not what sure,4766
sure i not,4766
i not no,4768
i no,4768
i what no,4768
means not,4768
i means,4768
no means,4768
do cat,4771
i do,4771
named do cat,4771
do my cat,4771
my thing,4771
cat do,4771
real i estate,4773
male i estate,4773
agent estate,4773
estate male real,4773
estate real,4773
i real i,4773
bot not,4774
prove you,4774
bot you,4774
prove bot you,4774
bot what,4774
you bot prove,4774
that fan not,4776
big that fan,4776
big fan not,4776
not i,4776
fan i big,4776
i that,4776
you ? bob,4778
call parents ?,4778
bob ? parents,4778
you bob,4778
you bob ?,4778
? bob parents,4778
very not,4779
artistic very,4779
very artistic,4779
i artistic,4779
very i,4779
artistic i,4779
guy i,4780
more guy,4780
i more guy,4780
guy i,4780
more quiet guy,4780
quiet more,4780
mean you,4783
you sure i,4783
mean not you,4783
mean not,4783
mean sure you,4783
sure what,4783
mom i home,4786
stay mom home,4786
mom stay home,4786
home stay,4786
stay i home,4786
i home,4786
person very,4788
yes very,4788
person i,4788
experienced person i,4788
very person,4788
yes i person,4788
i not,4790
sure what mean,4790
what you,4790
you sure,4790
not mean you,4790
what sure you,4790
old ? you,4791
how ? you,4791
? you,4791
you ?,4791
how ? old,4791
? you old,4791
fan big i,4792
i i,4792
fan i,4792
i nfl,4792
fan nfl,4792
i fan nfl,4792
all animals,4795
i all animals,4795
huge i fan,4795
animals i fan,4795
all huge,4795
fan animals,4795
animals i all,4798
i all,4798
all i fan,4798
huge animals,4798
i huge animals,4798
all i fan,4798
think not,4800
think i,4800
sure not think,4800
sure i not,4800
not i,4800
i i,4800
experienced i very,4801
i person experienced,4801
very i,4801
person i experienced,4801
person very,4801
very experienced i,4801
i sure do,4803
want do,4803
what not,4803
not sure,4803
not want do,4803
want i,4803
how you,4804
how ?,4804
? old you,4804
old ?,4804
? old how,4804
old ? how,4804
go i love,4805
love camping go,4805
love i camping,4805
love i go,4805
love go camping,4805
love camping i,4805
what not you,4809
you i,4809
what mean,4809
mean i,4809
what you,4809
what not,4809
it fan,4811
huge i fan,4811
it huge fan,4811
i it fan,4811
i fan huge,4811
huge i,4811
? you how,4814
? you,4814
? old,4814
? how old,4814
you ?,4814
how ?,4814
wontice i,4815
wontice i m,4815
i wontice,4815
wontice i,4815
wontice i,4815
i wontice,4815
? doing hi,4816
? hi doing,4816
hi doing,4816
hi how ?,4816
doing how hi,4816
doing how hi,4816
hi doing,4819
doing ?,4819
hi how,4819
how ?,4819
doing ? how,4819
how hi ?,4819
? how doing,4820
how doing,4820
? doing,4820
hi ?,4820
doing how,4820
how doing ?,4820
here ? hey,4821
you hey here,4821
here ?,4821
here hey you,4821
hey here you,4821
? here you,4821
up s,4822
up what ?,4822
what ?,4822
s ? what,4822
what up s,4822
up what ?,4822
doing how ?,4823
hi doing,4823
doing hi,4823
doing ?,4823
doing how,4823
doing ?,4823
here ? you,4824
hey you ?,4824
you hey here,4824
? hey here,4824
you hey,4824
you ? hey,4824
? up,4825
what s up,4825
what up,4825
what up,4825
up what,4825
? what,4825
how hi,4826
? how,4826
doing how,4826
doing hi,4826
? hi how,4826
hi doing how,4826
not you sure,4828
? i,4828
what i sure,4828
i do you,4828
i do living,4828
living what sure,4828
do you how,4830
? you how,4830
do do how,4830
? do you,4830
you do do,4830
do how,4830
you i understand,4832
dude you understand,4832
you understand i,4832
i dude understand,4832
i understand,4832
understand dude,4832
do speak ?,4835
you ? do,4835
speak you,4835
french speak do,4835
? french you,4835
french you,4835
french i french,4836
i french,4836
i french,4836
speak i french,4836
french french,4836
french speak,4836
you do,4837
german speak,4837
do you speak,4837
? you speak,4837
german speak,4837
you do german,4837
speak german french,4838
speak french,4838
speak i french,4838
i french,4838
no english,4838
i speak,4838
doing hi,4839
hi doing how,4839
doing hi,4839
doing ? hi,4839
doing how,4839
doing ? hi,4839
i classes agility,4843
dog who,4843
ve dog takes,4843
classes who,4843
dog competes dog,4843
agility dog competes,4843
you how ald,4844
ald ?,4844
ald how you,4844
? how,4844
ald how,4844
how ald,4844
classes who agility,4847
i ve dog,4847
dog takes who,4847
agility classes,4847
takes dog ve,4847
ve i,4847
time student,4852
time full,4852
student time i,4852
time student full,4852
full i,4852
i student,4852
time i,4854
full student,4854
i time full,4854
i time,4854
student i,4854
full student,4854
graduate what,4855
graduate what universe,4855
what you universe,4855
universe ? you,4855
graduate ?,4855
universe you graduate,4855
i north,4858
north live,4858
north north,4858
live coast north,4858
i live,4858
live coast i,4858
you where ?,4859
you where,4859
you where work,4859
where work,4859
where work,4859
? you work,4859
work i station,4860
station work gas,4860
work i gas,4860
work station gas,4860
gas work station,4860
gas station,4860
old you how,4861
how old you,4861
? how,4861
old you how,4861
you how old,4861
you old,4861
m hesnt,4862
i hesnt,4862
m i,4862
hesnt wontice m,4862
i hesnt m,4862
m i hesnt,4862
do you,4866
i ? do,4866
you do sure,4866
? you sure,4866
living i,4866
living what you,4866
you old,4869
? old how,4869
how ?,4869
how you,4869
how old,4869
you old ?,4869
? doing how,4871
how ? doing,4871
doing hi,4871
doing hi ?,4871
? doing,4871
doing ? hi,4871
theda would,4874
steady go would,4874
wish go,4874
i thorpe,4874
me wish go,4874
would wish,4874
me wish thorpe,4877
wish would,4877
theda steady me,4877
wish i me,4877
i me steady,4877
i wish theda,4877
you where work,4878
? where,4878
where work you,4878
? where,4878
you where work,4878
work you,4878
wish steady,4880
theda go would,4880
steady wish i,4880
would i,4880
i me wish,4880
steady me would,4880
you where,4881
you ?,4881
where ?,4881
work ? where,4881
where you work,4881
? you where,4881
hi how,4882
? how,4882
doing how hi,4882
how doing,4882
doing ?,4882
hi doing ?,4882
hi ?,4883
hi doing ?,4883
hi doing,4883
how hi,4883
hi ? doing,4883
doing how hi,4883
you ? doing,4885
doing hi,4885
doing ?,4885
? doing,4885
hi you,4885
hi how ?,4885
hi you how,4887
how you ?,4887
hi how doing,4887
how doing,4887
? how hi,4887
you ?,4887
i understand,4889
understand you dude,4889
you understand,4889
i understand dude,4889
understand i,4889
understand dude i,4889
i understand,4894
understand you dude,4894
you dude,4894
dude understand i,4894
dude i,4894
i dude,4894
i understand dude,4898
i understand you,4898
i dude understand,4898
understand i you,4898
you i dude,4898
dude you,4898
hi ? you,4902
hi how,4902
hi doing ?,4902
doing ?,4902
hi how,4902
doing hi how,4902
you ?,4905
doing you ?,4905
hi you,4905
how ? you,4905
doing you,4905
how doing hi,4905
kids ? do,4907
do kids ?,4907
do ? you,4907
kids ? you,4907
kids you do,4907
do ?,4907
old ?,4909
how ?,4909
you ?,4909
old how you,4909
you how,4909
? how old,4909
you do,4911
live you games,4911
games you,4911
games live you,4911
you live,4911
you live do,4911
person experienced very,4914
i experienced yes,4914
yes i very,4914
experienced i,4914
very yes i,4914
experienced very,4914
not i,4916
is what not,4916
sure i what,4916
i i,4916
is i what,4916
what sure not,4916
animals ?,4917
you do,4917
like animals,4917
do animals like,4917
? like,4917
? you like,4917
i do,4918
i i,4918
do i them,4918
i rid,4918
i get,4918
rid them,4918
except huge fan,4920
things types,4920
things i fan,4920
huge country,4920
country except i,4920
things all,4920
country music i,4922
country music i,4922
country music like,4922
like music i,4922
i like country,4922
country i,4922
outdoors huge i,4927
fan huge,4927
huge fan,4927
huge i fan,4927
outdoors fan,4927
fan i,4927
hi ?,4928
how ? doing,4928
how hi doing,4928
hi ? how,4928
doing how ?,4928
? hi how,4928
how hi ?,4929
hi doing,4929
how doing ?,4929
hi how ?,4929
how ? hi,4929
hi how ?,4929
you i dude,4932
understand i dude,4932
dude you,4932
dude understand,4932
dude i,4932
dude you understand,4932
i little who,4936
little who park,4936
little girl who,4936
girl park,4936
go who girl,4936
loves park,4936
doing ?,4939
how ?,4939
? hi,4939
hi ? how,4939
doing how,4939
doing hi how,4939
interesting you ?,4941
  good interesting,4941
? interesting good,4941
interesting ? you,4941
you good ?,4941
  ?,4941
you interesting,4943
wow you  ,4943
good ?  ,4943
good wow,4943
interesting you ?,4943
good wow interesting,4943
old you how,4945
? how you,4945
? how,4945
old you,4945
? old,4945
you how old,4945
swimmer i not,4946
not all,4946
all good not,4946
all not i,4946
good i all,4946
all not,4946
swimming ? like,4947
you ? swimming,4947
you swimming,4947
like swimming,4947
you ?,4947
swimming you ?,4947
you ? sea,4948
like sea,4948
you like,4948
? sea,4948
sea ? you,4948
you ?,4948
you sea do,4949
think do ?,4949
? what do,4949
think ? sea,4949
sea what,4949
sea you,4949
hi doing ?,4950
doing ?,4950
hi doing,4950
doing hi how,4950
how doing,4950
? doing,4950
you ? here,4951
you ? hey,4951
? you here,4951
you hey,4951
here ? hey,4951
? hey here,4951
up what ?,4952
? s,4952
? up what,4952
what s ?,4952
what ?,4952
what s up,4952
painting finish i,4956
painting finish i,4956
i painting finish,4956
my i finish,4956
my i finish,4956
finish i,4956
here ? you,4957
hey here,4957
? hey you,4957
? here you,4957
here you ?,4957
you here hey,4957
what s ?,4958
what s,4958
s what,4958
? what s,4958
s ?,4958
? s up,4958
? what,4959
? you what,4959
painting what,4959
? you,4959
you ?,4959
painting you what,4959
m painting finish,4960
i my,4960
finish i,4960
my finish i,4960
m finish,4960
finish m i,4960
here you,4961
hey ? you,4961
hey ?,4961
? hey,4961
? you here,4961
? hey you,4961
s what,4962
up what,4962
? what s,4962
up ?,4962
? up s,4962
what up s,4962
favorite ? color,4963
? what,4963
color what favorite,4963
favorite ?,4963
what ?,4963
what ?,4963
painting i,4964
my m,4964
i my finish,4964
i finish m,4964
painting m finish,4964
finish m,4964
here ?,4965
you here,4965
you ? here,4965
hey here,4965
here you ?,4965
? hey you,4965
up ?,4966
s what,4966
up ?,4966
up what s,4966
up s ?,4966
s what ?,4966
? painting,4967
? like painting,4967
? do,4967
? you,4967
painting you like,4967
you painting ?,4967
m finish,4968
m my i,4968
my m finish,4968
i painting my,4968
painting my,4968
painting m my,4968
? hey here,4969
hey you ?,4969
hey ? you,4969
you here,4969
hey ?,4969
hey you here,4969
? what s,4970
s what ?,4970
up what ?,4970
up s what,4970
? s,4970
? s,4970
? what you,4972
what ?,4972
what doing ?,4972
doing ?,4972
? you,4972
? doing what,4972
finish my m,4973
finish i,4973
i m my,4973
i my finish,4973
painting m,4973
i painting my,4973
? about painting,4974
painting ?,4974
painting about ?,4974
what painting ?,4974
what ?,4974
what about,4974
i m painting,4975
finish painting,4975
my i finish,4975
i m finish,4975
i finish painting,4975
finish my,4975
conversation finish i,4976
conversation i finish,4976
my i finish,4976
my conversation,4976
my conversation finish,4976
conversation i finish,4976
my finish m,4977
my m,4977
finish i,4977
painting m i,4977
my finish,4977
finish i painting,4977
painting my,4979
finish my,4979
my painting,4979
my m,4979
painting my finish,4979
i finish m,4979
my finish painting,4981
painting my i,4981
m painting,4981
my finish painting,4981
m painting,4981
painting finish my,4981
talking what,4982
what you,4982
talking about,4982
? talking,4982
talking about,4982
you what,4982
my m,4983
m my,4983
finish my,4983
my i finish,4983
finish painting,4983
i my m,4983
doing you,4986
doing you what,4986
here what,4986
what doing you,4986
here what,4986
you doing,4986
how doing,4990
how doing,4990
doing you,4990
? hello,4990
doing ? how,4990
how hello,4990
doing ? how,4991
hi ? how,4991
how ?,4991
? doing how,4991
how doing,4991
hi how ?,4991
here ? you,4992
here you,4992
? hey you,4992
? here,4992
? you here,4992
here ? hey,4992
what ? up,4993
? what s,4993
? s,4993
what ?,4993
up ? what,4993
what s,4993
what hi ?,4994
you what thank,4994
hi what,4994
i fine,4994
i thank,4994
i what,4994
hello how,4995
? hello,4995
? hello how,4995
hello how,4995
how doing,4995
? hello,4995
? where live,4997
do ? you,4997
you where do,4997
where do,4997
live ?,4997
live you,4997
like you do,4998
like you,4998
like you do,4998
you like,4998
you like,4998
like job,4998
what you,5000
? instruments you,5000
play what do,5000
what you ?,5000
do instruments ?,5000
instruments what,5000
chicken chickeni favourite,5001
like what,5001
favourite food?i,5001
favourite what not,5001
hope food?i,5001
like hope,5001
like general,5002
not like,5002
not really i,5002
movies general going,5002
movies going movies,5002
really i,5002
i become,5003
want i become,5003
nurseyou want,5003
nurseyou i,5003
want i ?,5003
? become want,5003
i real estate,5005
i agent estate,5005
real agent i,5005
estate i,5005
agent real,5005
i estate,5005
can night collegewhat working i,5006
can i do ? i you,5006
debts night my college pay working i ?,5006
debts can night i college,5006
collegewhat can pay you,5006
college do m you pay night i ? collegewhat debts,5006
home stay,5007
i stay home,5007
home i,5007
home i stay,5007
i student,5007
i mom i,5007
? hello,5008
doing ?,5008
hello ?,5008
doing how,5008
? how hello,5008
? you hello,5008
i okay ’m,5011
guess okay i,5011
doing i guess,5011
lonely ’m,5011
okay little,5011
doing lonely guess,5011
mom home stay,5013
mom stay home,5013
i mom,5013
i stay,5013
i mom,5013
stay i,5013
do exactly,5014
mean you,5014
mean what you,5014
exactly do what,5014
what mean you,5014
mean do,5014
not woman,5015
woman i,5015
boyfriend woman,5015
i not,5015
boyfriend woman,5015
looking i i,5015
that fan not,5017
i big fan,5017
i big not,5017
not that i,5017
i big,5017
not big i,5017
you do,5019
superpowers ? do,5019
do you,5019
you do superpowers,5019
do superpowers,5019
superpowers you,5019
do no,5020
i do,5020
do i,5020
not do i,5020
do i no,5020
i not no,5020
i i,5022
making i,5022
time i,5022
i like,5022
i making time,5022
i stop like,5022
time i spend,5023
time too i,5023
time too spend,5023
home too,5023
too spend,5023
much time home,5023
how you ?,5025
how old you,5025
how you,5025
old ? you,5025
how old,5025
how ? you,5025
i actress i,5026
retired sixties,5026
actress retired i,5026
my i i,5026
sixties i,5026
sixties i,5026
’re you,5027
job ’re,5027
? home ’re,5027
you do,5027
you ’re,5027
’re you,5027
well i doing,5029
well doing hello,5029
i well,5029
hello doing i,5029
hello well,5029
doing well i,5029
thanks i,5031
fine thanks i,5031
’m thanks,5031
i fine thanks,5031
’m thanks fine,5031
thanks fine,5031
live ? do,5032
where do live,5032
live where,5032
do live you,5032
where do live,5032
do you ?,5032
i live,5033
live near beach,5033
i near california,5033
near beach live,5033
beach near,5033
i beach california,5033
ta see,5036
i see,5036
see you,5036
i ’ve go,5036
got go,5036
’ve got,5036
games what,5040
you play,5040
do you play,5040
type you,5040
do you,5040
? what type,5040
i types play,5041
games play,5041
games play,5041
play all games,5041
i types,5041
types i,5041
video fan,5042
i big fan,5042
big games fan,5042
big games fan,5042
i fan big,5042
fan i,5042
you time spending,5044
lot spending you,5044
you games must,5044
must time lot,5044
must games you,5044
games must,5044
do that time,5045
not i,5045
do i time,5045
that i,5045
not that time,5045
not that,5045
mom i home,5046
home i mom,5046
mom home stay,5046
mom stay home,5046
i mom home,5046
home i stay,5046
? stay do,5047
do stay you,5047
? stay you,5047
? like,5047
? inside like,5047
do stay ?,5047
i do,5048
really do i,5048
do not i,5048
i really,5048
go do i,5048
go i do,5048
do job ?,5050
you do job,5050
do job,5050
you job do,5050
do ?,5050
job do you,5050
mom home,5051
i mom,5051
home i,5051
home stay,5051
mom i home,5051
i home mom,5051
? you,5053
you volunteering,5053
think you,5053
you think ?,5053
what think,5053
think volunteering ?,5053
make things i,5054
things i,5054
computer my,5054
like my,5054
like things,5054
i computer,5054
would car,5057
car use new,5057
new like i,5057
would use i,5057
would like i,5057
like new would,5057
do car,5059
you car,5059
do you car,5059
car do,5059
you ? do,5059
car you,5059
do i,5060
car junker do,5060
i do,5060
junker car i,5060
i junker,5060
do junker,5060
that fan not,5062
i that fan,5062
not that i,5062
not i,5062
not i,5062
not fan that,5062
watch tv i,5063
watch do tv,5063
watch i,5063
i tv do,5063
watch do though,5063
like though,5063
you how,5065
doing how hi,5065
how doing ?,5065
you doing,5065
you doing how,5065
? hi how,5065
work fine,5066
work back came,5066
m i,5066
back i fine,5066
m back came,5066
came work back,5066
i work i,5068
m i m,5068
i m m,5068
m m,5068
i m,5068
i m i,5068
do ?,5069
you ?,5069
? job,5069
you ? do,5069
job ?,5069
do ? you,5069
work grocery,5070
grocery store work,5070
grocery no,5070
i grocery,5070
i store grocery,5070
store i,5070
i read like,5073
like read,5073
like read i,5073
i read,5073
like lot i,5073
like i,5073
? what,5074
? like read,5074
do read like,5074
read what,5074
read do,5074
do what you,5074
lot read,5075
i books,5075
books i lot,5075
read books lot,5075
lot i,5075
read lot,5075
which reading books,5076
you books reading,5076
which ? books,5076
you which,5076
reading books,5076
which books you,5076
books read,5077
read lot i,5077
i books lot,5077
books read,5077
i read,5077
books i lot,5077
you old ?,5079
you way,5079
old how,5079
? way,5079
you how way,5079
way how,5079
? zitah i,5080
? i,5080
zitah i m,5080
m i,5080
m ?,5080
m ? i,5080
know i,5082
know means,5082
means know,5082
means know,5082
what know i,5082
means what know,5082
think i,5083
i it,5083
think it,5083
i it think,5083
is it,5083
i it think,5083
mean what not,5084
what sure i,5084
you sure,5084
mean not,5084
sure you what,5084
not you,5084
i sure doing,5086
i doing,5086
you sure,5086
doing what,5086
doing not you,5086
what doing,5086
professional job i,5087
wwewhat professional,5087
wwewhat i wrestler,5087
i wwewhat professional,5087
wrestler job wwewhat,5087
job wwewhat professional,5087
know also volunteer them i,5089
people m them volunteer also homeless,5089
who shelterdo know volunteer can around,5089
homeless?i you also who i know can shelterdo them,5089
shelterdo homeless?i you,5089
help shelterdo people you them homeless?i know who,5089
can feels you it,5092
sick you i dog can it i,5092
you think can i i ? sick,5092
? help feels think,5092
good feels sick i ?,5092
? can help it i i good sick it dog,5092
dog tiki i,5093
dog tiki,5093
named i,5093
dog i named,5093
tiki named dog,5093
i dog,5093
allen my,5094
dogs my allen,5094
dogs name,5094
dogs my name,5094
allen dogs,5094
allen dogs my,5094
food toowhat,5096
? food,5096
favourite good m,5096
m toowhat food,5096
favourite good there,5096
there i,5096
do me,5098
me love,5098
you love do,5098
me love,5098
do me pizza,5098
do you,5098
chicken toobut i,5100
me myself,5100
m chicken toobut,5100
m me toobut,5100
chicken me,5100
myself m chicken,5100
it too,5103
too it,5103
i too it,5103
it love i,5103
too i,5103
i love,5103
i ?,5107
cook i,5107
you i ?,5107
? love you,5107
i you,5107
? cook,5107
toowhat meal,5108
toowhat i meal,5108
favourite cook,5108
i cook cooking,5108
meal love cooking,5108
favourite i,5108
i cooking,5109
i love cooking,5109
i cooking love,5109
i love cooking,5109
love cooking,5109
love cooking cooking,5109
know you do,5110
carrot recipe,5110
know carrot ?,5110
recipe do,5110
? know,5110
you ?,5110
i not,5111
not do i,5111
i not know,5111
not do,5111
do i not,5111
do i know,5111
? i job,5116
? m,5116
? i coachwhat,5116
coachwhat job ?,5116
m coachwhat,5116
i m life,5116
living you,5117
do what,5117
do you what,5117
you ?,5117
? do,5117
you what,5117
i huge,5124
i outdoors huge,5124
i huge,5124
outdoors i huge,5124
fan i,5124
huge i,5124
hey old,5128
how ?,5128
old hey how,5128
you how old,5128
how ?,5128
you old ?,5128
zitah m,5129
m zitah,5129
i m,5129
zitah m,5129
? i,5129
m zitah i,5129
? how,5130
how old,5130
old ?,5130
old how,5130
? old how,5130
how you,5130
wontice i hesnt,5131
i wontice m,5131
m hesnt,5131
i hesnt,5131
m wontice i,5131
i m hesnt,5131
years old,5132
old anyways years,5132
years anyways old,5132
’m anyways,5132
anyways years,5132
old i years,5132
not i,5134
you glad that,5134
glad i that,5134
i that,5134
i you not,5134
i that you,5134
cook love,5136
i love cook,5136
cook cook,5136
cook love i,5136
i love i,5136
cook love,5136
cook do,5137
cook you,5137
what exactly like,5137
do cook ?,5137
? exactly,5137
cook ? like,5137
lot italian,5138
italian food,5138
i lot food,5138
italian food lot,5138
lot i,5138
i food,5138
i food,5139
italian food,5139
italian love,5139
food love,5139
food italian,5139
i love italian,5139
italian food love,5140
food love,5140
italian love,5140
love food,5140
food i,5140
love i italian,5140
soccer ca i ’m unlike,5141
soccer team i n’t really cook ca,5141
really you n’t soccer i  ,5141
i unlike soccer team cook though really you  ,5141
you soccer though cook   i ’m really,5141
though n’t team soccer you unlike,5141
my he older,5145
well my inspired,5145
plays inspired well,5145
my brother plays,5145
he plays inspired,5145
plays soccer inspired,5145
brother my soccer,5146
brother my play,5146
brother i,5146
soccer i,5146
my brother,5146
soccer play my,5146
soccer my me,5147
brother play busy,5147
soccer my,5147
too busy me,5147
busy soccer my,5147
brother my,5147
soccer i brother,5148
my brother,5148
i my,5148
soccer brother,5148
soccer play,5148
i play brother,5148
i it,5150
vegetarian i it,5150
it vegetarian,5150
vegetarian i,5150
vegetarian love it,5150
it vegetarian,5150
wow how,5151
long you,5151
how long,5151
long oh,5151
wow oh how,5151
how you long,5151
? long okay,5153
? okay long,5153
? long okay,5153
long how,5153
? how,5153
? how,5153
poyou i st,5154
iver m st,5154
i st,5154
iver poyou i,5154
st i,5154
i iver poyou,5154
’ve i my ta miss gon ’m school na,5155
my bus ’m,5155
school na bus i ’m my i ta ’ve,5155
ta school ’m got i,5155
bus na gon i ’m ’ve i miss ta got,5155
i school my ’m gon na go bus,5155
school you i,5156
not you,5156
you not,5156
you hope,5156
school you not,5156
not hope,5156
not you i,5158
you i,5158
what not you,5158
you what not,5158
doing i sure,5158
doing not,5158
you know like them did like i,5159
? i you them too horses?do did like,5159
like too them you you ? like know did,5159
did i horses?do like you,5159
? like like you them,5159
i like you horses?do,5159
horse trainer i,5161
trainer i horse,5161
huge trainer,5161
huge horse,5161
huge horse trainer,5161
huge horse trainer,5161
m meat,5162
s m that,5162
? m,5162
that you,5162
m i ?,5162
s meat,5162
eat not i,5163
i not,5163
cook like i,5163
do i i,5163
cook like i,5163
eat do,5163
